n,timestamp_μs,500kV神万一线_Ua,500kV神万一线_Ub,500kV神万一线_UC,500kV神万一线_3U0,500kV神万二线_Ua,500kV神万二线_Ub,500kV神万二线_Uc,500kV神万二线_3U0,500kV万盘三线电压_Ua,500kV万盘三线电压_Ub,500kV万盘三线电压_Uc,500kV万盘三线电压_3U0,电压04_A,电压04_B,电压04_C,电压04_N,500kV神万一线_Ia,500kV神万一线_Ib,500kV神万一线_Ic,500kV神万一线_3I0,500kV神万二线_Ia,500kV神万二线_Ib,500kV神万二线_Ic,500kV神万二线_3I0,500kV万盘三线电流_Ia,500kV万盘三线电流_Ib,500kV万盘三线电流_Ic,500kV万盘三线电流_3I0,500kV万盘三线高抗电流_Ia,500kV万盘三线高抗电流_Ib,500kV万盘三线高抗电流_Ic,500kV万盘三线高抗电流_3I0,电流05_A,电流05_B,电流05_C,电流05_N,电流06_A,电流06_B,电流06_C,电流06_N,电流07_A,电流07_B,电流07_C,电流07_N,电流08_A,电流08_B,电流08_C,电流08_N,电流09_A,电流09_B,电流09_C,电流09_N,电流10_A,电流10_B,电流10_C,电流10_N,电流11_A,电流11_B,电流11_C,电流11_N,电流12_A,电流12_B,电流12_C,电流12_N,500kV神万一线_5061开关_线路保护一RCS931_A相跳闸,500kV神万一线_5061开关_线路保护一RCS931_B相跳闸,500kV神万一线_5061开关_线路保护一RCS931_C相跳闸,500kV神万一线_5061开关_线路保护一RCS931_远传收信,500kV神万一线_5061开关_线路保护一RCS931_通道故障,500kV神万一线_5061开关_线路保护一RCS925_保护跳闸,500kV神万一线_5061开关_线路保护一RCS925_过压启动远跳,500kV神万一线_5061开关_线路保护二WXH871_保护动作,500kV神万一线_5061开关_线路保护二WXH871_过压发信,500kV神万一线_5061开关_线路保护二WXH803_A相跳闸,500kV神万一线_5061开关_线路保护二WXH803_B相跳闸,500kV神万一线_5061开关_线路保护二WXH803_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_A相跳闸,500kV神万二线_5051开关_线路保护一RCS931_B相跳闸,500kV神万二线_5051开关_线路保护一RCS931_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_远传收信,500kV神万二线_5051开关_线路保护一RCS931_通道故障,500kV神万二线_5051开关_线路保护一RCS925_保护跳闸,500kV神万二线_5051开关_线路保护一RCS925_过压启动远跳,500kV神万二线_5051开关_线路保护二WXH871_保护动作,500kV神万二线_5051开关_线路保护二WXH871_过压发信,500kV神万二线_5051开关_线路保护二WXH803_A相跳闸,500kV神万二线_5051开关_线路保护二WXH803_B相跳闸,500kV神万二线_5051开关_线路保护二WXH803_C相跳闸,5051开关_A相分位,5051开关_B相分位,5051开关_C相分位,5051开关_断路器保护WDLK826AP_重合闸,5051开关_断路器保护WDLK826AP_第一组三相跳闸,5051开关_断路器保护WDLK826AP_第二组三相跳闸,5051开关_断路器保护WDLK826AP_保护动作,5051开关_断路器保护WDLK826AP_重合闸动作,5052开关_A相分位,5052开关_B相分位,5052开关_C相分位,5052开关_断路器保护WDLK826AP_重合闸,5052开关_断路器保护WDLK826AP_第一组三相跳闸,5052开关_断路器保护WDLK826AP_第二组三相跳闸,5052开关_断路器保护WDLK826AP_保护动作,5052开关_断路器保护WDLK826AP_重合闸动作,5061开关_A相分位,5061开关_B相分位,5061开关_C相分位,5061开关_断路器保护WDLK826AP_重合闸,5061开关_断路器保护WDLK826AP_第一组三相跳闸,5061开关_断路器保护WDLK826AP_第二组三相跳闸,5061开关_断路器保护WDLK826AP_保护动作,5061开关_断路器保护WDLK826AP_重合闸动作,5062开关_A相分位,5062开关_B相分位,5062开关_C相分位,5062开关_断路器保护WDLK826AP_重合闸,5062开关_断路器保护WDLK826AP_第一组三相跳闸,5062开关_断路器保护WDLK826AP_第二组三相跳闸,5062开关_断路器保护WDLK826AP_保护动作,5062开关_断路器保护WDLK826AP_重合闸动作,备用开关057,备用开关058,备用开关059,备用开关060,备用开关061,备用开关062,5053开关B相分位,5053开关C相分位,5053开关_断路器保护WDLK862_保护动作,5053开关_断路器保护WDLK862_重合闸动作,5053开关A相分位,5053开关_断路器保护操作箱跳A相出口,5053开关_断路器保护操作箱跳B相出口,5053开关_断路器保护操作箱跳C相出口,5053开关_断路器保护操作箱第一组三相跳闸,5053开关_断路器保护操作箱第二组三相跳闸,5053开关_断路器保护操作箱重合闸动作,500kV万盘三线线路保护一PCS931_A相跳闸,500kV万盘三线线路保护一PCS931_B相跳闸,500kV万盘三线线路保护一PCS931_C相跳闸,500kV万盘三线线路保护一PCS931_远传收信,500kV万盘三线线路保护二WXH803_A相跳闸,500kV万盘三线线路保护二WXH803_B相跳闸,500kV万盘三线线路保护二WXH803_C相跳闸,500kV万盘三线高抗保护一PCS917保护动作,500kV万盘三线高抗保护二WKB801保护动作,500kV万盘三线高抗本体重瓦斯跳闸,500kV万盘三线高抗本体压力释放跳闸,500kV万盘三线高抗本体油温高跳闸,500kV万盘三线高抗本体绕组温度高跳闸,500kV万盘三线高抗中性点重瓦斯跳闸,500kV万盘三线高抗中性点压力释放跳闸,500kV万盘三线高抗中性点油温高跳闸,备用开关090,备用开关091,备用开关092,备用开关093,备用开关094,备用开关095,备用开关096,备用开关097,备用开关098,备用开关099,备用开关100,备用开关101,备用开关102,备用开关103,备用开关104,备用开关105,备用开关106,备用开关107,备用开关108,备用开关109,备用开关110,备用开关111,备用开关112,备用开关113,备用开关114,备用开关115,备用开关116,备用开关117,备用开关118,备用开关119,备用开关120,备用开关121,备用开关122,备用开关123,备用开关124,备用开关125,备用开关126,备用开关127,备用开关128
491,380000,65.105704,-79.544784,14.153733,0.54782,65.122384,-79.548816,14.073776,0.626,65.460898,-79.553914,14.287884,-0.093996,0.010429,0,0.01043,0.015688,-0.09275,0.173052,-0.073458,-0.003488,-0.096085,0.171304,-0.073374,0,-0.36708,0.378648,-0.006984,0.001748,-0.422714,-0.2628,0.689322,0.001743,0.001748,0.001747,0,0.001747,0.001746,0.00175,0,0.001742,0.001752,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,381000,78.185348,-64.54932,-13.212243,-0.766948,78.234624,-64.565592,-13.07,-1.07985,78.168812,-64.443464,-13.37856,-0.266322,0.010429,0.020908,0.01043,0.015688,-0.13475,0.162564,-0.022737,-0.006976,-0.134519,0.162564,-0.01747,0.003492,-0.412528,0.296257,0.116982,0.001748,-0.231528,-0.443256,0.687568,0.003486,0.001748,0.001747,0,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.00175,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,382000,85.080368,-45.486936,-39.43797,-0.187824,85.067616,-45.523542,-39.440032,-0.1252,84.465338,-45.53977,-39.278616,1.033956,0.010429,0,0,0.015688,-0.161,0.132848,0.027984,-0.00872,-0.158977,0.136344,0.033193,0.005238,-0.41952,0.178806,0.239202,0.001748,-0.01754,-0.585168,0.615654,0.001743,0.001748,0.001747,0,0.001747,0.001746,0,0,0.001742,0.001752,0,0,-0.001742,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.001745,0.001747,0.003492,0.001752,0.001751,0.001747,0.001754,0.001747,0.00175,-0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,383000,82.94918,-22.962456,-59.815998,-0.172172,83.019808,-22.965234,-59.902424,-0.20345,84.246056,-22.957463,-59.879508,-2.161908,0,-0.010454,0.01043,0.015688,-0.16975,0.090896,0.080454,-0.006976,-0.167712,0.094392,0.083856,0.006984,-0.386308,0.045578,0.34047,0,0.198202,-0.672768,0.480596,0,0,0.001747,0,0.001747,0,0.00175,0.001753,0.001742,0,0.001748,0,-0.001742,0,0,0.001748,0.001741,0,0.001749,0.001745,0,0.001746,0.001752,0.001751,0.003494,0.001754,0,0.0035,-0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,384000,70.224734,3.691512,-74.409093,0.986076,70.252352,3.672768,-74.383984,0.86075,69.366206,3.845349,-74.271912,2.177574,0.010429,0.020908,0.01043,0.015688,-0.1645,0.038456,0.120681,-0.006976,-0.160724,0.0437,0.129278,0.00873,-0.321632,-0.077132,0.403326,0,0.392896,-0.697296,0.301688,-0.003486,0.001748,0.001747,0,0.001747,0.001746,0.00175,0.001753,0,0.001752,0.001748,0.001747,0.001742,-0.00175,0.001749,0.001748,0.001741,0.001745,0,0.00349,0.001747,0.001746,0.001752,0.001751,0.001747,0.001754,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,385000,52.349917,30.679176,-83.625234,1.1739,52.365376,30.613356,-83.742104,1.36155,53.337736,31.012896,-83.616,-0.971292,0.010429,0.020908,0.02086,0.015688,-0.14,-0.015732,0.152163,-0.001744,-0.136266,-0.00874,0.158977,0.010476,-0.213256,-0.199842,0.424278,0,0.550756,-0.646488,0.094716,-0.001743,0.001748,0.001747,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0,0.001748,0,0.001742,0,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0.001746,0.001752,0.003502,0.003494,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,386000,30.588816,53.954472,-84.786405,0.46956,30.539504,53.922912,-84.79816,0.57905,29.989424,53.918254,-84.744816,1.582266,0.010429,0.010454,0,0.015688,-0.10325,-0.064676,0.166155,-0.001744,-0.097832,-0.059432,0.1747,0.010476,-0.083904,-0.310281,0.405072,0,0.655996,-0.529104,-0.126288,0.001743,0.001748,0.003494,0,0.001747,0,0.00175,0.001753,0,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.003494,0.003492,0.001752,0.003502,0.003494,0.001754,0,0.00175,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,387000,4.983219,69.857172,-74.921682,0.140868,5.004592,69.886932,-75.000888,0.1565,5.58647,69.851963,-74.930388,-0.845964,0,0.010454,0.02086,0.015688,-0.05425,-0.111872,0.167904,-0.001744,-0.050663,-0.106628,0.171206,0.00873,0.041952,-0.389166,0.356184,-0.001748,0.698092,-0.364416,-0.327998,0,0.001748,0.003494,0.001745,0.001747,0,0,0.001753,0,0.001752,0,0.001747,0.001742,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.003494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,388000,-22.325239,81.28626,-58.414224,-0.93912,-22.30648,81.312162,-58.386304,-1.07985,-22.982842,81.294221,-58.458036,0.266322,0.020858,0.020908,-0.01043,0,-0.0035,-0.14858,0.155661,0.001744,0,-0.145084,0.15723,0.005238,0.164312,-0.418967,0.263646,-0.001748,0.671782,-0.162936,-0.501644,0.001743,0.001748,0.001747,0.001745,0,0,0,0,0.001742,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0,0.001745,0.001747,0,0.001752,0.001751,0.003494,0.001754,0.001747,0.00175,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,389000,-47.314463,85.436604,-37.921125,-0.250432,-47.392128,85.444026,-37.986648,-0.01565,-47.020326,85.368832,-38.013924,-0.501312,0.010429,0.010454,0,0,0.05075,-0.167808,0.12243,0.005232,0.054157,-0.16606,0.12229,0.003492,0.281428,-0.411955,0.137934,0,0.577066,0.05256,-0.62267,0,0.001748,0.003494,0.001745,0.001747,0.003492,0,0.001753,0,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0,0.001745,0.001747,0.003492,0,0.001751,0.003494,0.001754,0.001747,0.0035,-0.001745,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,390000,-65.251962,79.419648,-13.91313,-0.359996,-65.3,79.423608,-13.896024,-0.29735,-65.533992,79.439283,-14.037036,0.187992,0,0.010454,0.01043,0.015688,0.098,-0.171304,0.076956,0.005232,0.099579,-0.171304,0.076868,0.001746,0.370576,-0.373389,0.00873,-0.001748,0.424468,0.264552,-0.689322,-0.001743,0.001748,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0,0.001747,-0.001742,0,0.001749,0.001748,0,0.00349,0.001749,0.001745,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.00175,0,0.001753,0,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
